text,label,template_id
Pay Rs.4519 on delivery for order OD147919800. -Ekart STOP to opt out,Delivery,Hard_10
G-574021 is your Google verification code.,OTP,OTP_12
Confirmation code 694805 for Swiggy. Keep it private.,OTP,OTP_11
Coupon 7708 gives you free delivery on orders above Rs.1907. -Myntra,Promo,Hard_1
Pay Rs.1356 on delivery for order OD532315450 -XpressBees,Delivery,Hard_10
848730 is your OTP for PhonePe login. Valid for 30 minutes. Do not share with anyone.,OTP,OTP_0
"Hi Upma, unlock Rs.71 off ur first order at Myntra with code NEW92.",Promo,Promo_7
Enter  672534 to verify your mobile number for Kotak.,OTP,OTP_10
  Recharge with Rs.1501 & get 80% extra talktime. Offer valid today only!,Promo,Promo_5
G-468329 is ur Google verification code.,OTP,OTP_12
OTP FOR DELIVERY OF ORDER OD2664173117 IS 7091. SHARE ONLY WITH THE DELIVERY AGENT. -BLUEDART,Delivery,Delivery_9
837993 is your OTP for Kotak login. Valid for 15 minutes. Do not share with anyone.,OTP,OTP_0
Your one time password is 981278 for Flipkart Please do not share it,OTP,OTP_5
Salary of INR 2396 credited to A/c XX2264. Avl Bal: INR 384673. -ICICI Bank,Bank,Bank_7
YOUR A/C XX6452 IS DEBITED WITH RS.81587 ON 29-04-26. INFO: UPI-UNNATI. BAL: RS.227252,Bank,Bank_2
<#> 589005 is ur BigBasket code. Valid 30 min. hA8sk2Lqp3,OTP,OTP_13
Anamika from DTDC is arriving with your package. Contact: 3846184049,Delivery,Delivery_6
  Pay Rs.4990 on delivery for order OD309678769. -Ekart,Delivery,Hard_10
Your return pickup for order OD8139367913 is scheduled on 04 Jul. Keep the item ready. -Meesho,Delivery,Delivery_7
your return pickup for order od2401233703 is scheduled on 02 jul. keep the item ready. -flipkart,Delivery,Delivery_7
Your return pickup for order OD9753347663 is scheduled on 03 Jul. Keep the item ready. -Zomato,Delivery,Delivery_7
weekend special at meesho! min 50% off on everything. don't miss out: bit.ly/hnukdd,Promo,Promo_6
644781 IS YOUR AXIS BANK SECURITY CODE. ANYONE ASKING FOR IT IS A SCAMMER.,OTP,OTP_9
Ur SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/gNZysU,Spam,Hard_13
OTP  for delivery of order OD2224186217 is 8498. Share only with the delivery agent. -Ekart,Delivery,Delivery_9
<#> 171165 is your BigBasket code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
EMI of Rs.63944 due on 12-05-26 for loan A/c XX3969. Pay now to avoid charges. -ICICI Bank T&C apply,Bank,Bank_4
Low balance alert: A/c XX4544 balance is Rs.420486. Maintain min balance to avoid charges. STOP to opt out,Bank,Bank_10
Your Uber code: 1611,OTP,Hard_8
Congratulations! You won Rs.2411744 in lucky draw Claim: bitly/AHSLfb,Spam,Hard_12
338430 IS YOUR OTP FOR SWIGGY LOGIN. VALID FOR 30 MINUTES. DO NOT SHARE WITH ANYONE.,OTP,OTP_0
CONGRATULATIONS! YOU WON RS.87067 IN LUCKY DRAW. CLAIM: BIT.LY/ISKHWJ,Spam,Hard_12
  Your one time password is 940581 for SBI. Please do not share it.,OTP,OTP_5
USE CODE 2904 AT CHECKOUT FOR 50% OFF AT ZOMATO!,Promo,Hard_0
INR 5824 debited from A/c XX9279 on 15-04-26 to Gauri. Avl Bal: INR 308131. -SBI,Bank,Bank_0
Your  return pickup for order OD1371576034 is scheduled on 05 Jul. Keep the item ready. -Swiggy,Delivery,Delivery_7
ICICI Bank: 125285 is your login OTP. It expires in 2 minutes.,OTP,OTP_6
UPI payment of Rs.44422 to Vansha successful UPI Ref: 713063677122 -ICICI Bank,Bank,Bank_6
Work from home! Earn Rs.522804/month. Join: bit.ly/ESdEbN,Spam,Hard_14
Your Uber code: 7166,OTP,Hard_8
"hi yash, unlock rs.2000 off your first order at swiggy with code new50.",Promo,Promo_7
otp for delivery of order od6233255444 is 1716. share only with the delivery agent. -dtdc,Delivery,Delivery_9
g-874488 is your google verification code.,OTP,OTP_12
Salary of Rs.1560 credited to A/c XX5153. Avl Bal: Rs.180847. -BOB,Bank,Bank_7
otp for delivery of order od3879365853 is 1022. share only with the delivery agent. -bluedart,Delivery,Delivery_9
Delivered! Your BigBasket order OD6288586794 was delivered on 03 Jul. Rate your experience: bit.ly/ZGCioD -TM,Delivery,Delivery_2
OTP:  765694 for txn of Rs.19086 at BigBasket. Do not share. -BOB,OTP,OTP_2
Cheque no. 442516385431 for Rs.9155 has been cleared from A/c XX6876. -BOB -TM,Bank,Bank_8
Your Amazon order OD6777335616 has been shipped via BlueDart Track: bitly/uddNGK,Delivery,Delivery_0
Your Zomato order OD5669668121 has been shipped via DTDC. Track: bit.ly/eOrHVV,Delivery,Delivery_0
tap to verify: 821463. this code expires shortly.,OTP,Hard_9
232406 is your otp for kotak login. valid for 15 minutes. do not share with anyone.,OTP,OTP_0
Cheque no. 430947164303 for Rs.38459 has been cleared from A/c XX7014. -Axis Bank,Bank,Bank_8
Salary of Rs.95556 credited to A/c XX2836. Avl Bal: Rs.86640. -HDFC Bank,Bank,Bank_7
upi payment of rs.40857 to chavvi successful. upi ref: 592844989826. -axis bank,Bank,Bank_6
  63968 - use this code to sign in to Axis Bank. Never share it with anyone.,OTP,OTP_7
G-484019 is your Google verification code.,OTP,OTP_12
enter 178848 to verify your mobile number for bigbasket.,OTP,OTP_10
Low  balance alert: A/c XX8785 balance is Rs.254929. Maintain min balance to avoid charges.,Bank,Bank_10
Exclusive for you! Buy 1 Get 1 FREE at Meesho. Limited period offer. Visit bit.ly/YbpkMI,Promo,Promo_3
Your OTP is 360963. Use it to verify your SBI account. Expires in 2 min.,OTP,OTP_1
last day! bigbasket clearance sale ends tonight. up to 70% off sitewide.,Promo,Promo_8
G-70323 IS YOUR GOOGLE VERIFICATION CODE.,OTP,OTP_12
  Your OTP is 482007. Use it to verify your SBI account. Expires in 15 min.,OTP,OTP_1
UPI PAYMENT OF RS.91688 TO JASMIT SUCCESSFUL. UPI REF: 144702847638. -SBI,Bank,Bank_6
Salary of Rs.80995 credited to A/c XX5739. Avl Bal: Rs.360168. -ICICI Bank,Bank,Bank_7
Low  balance alert: A/c XX6185 balance is Rs.229495. Maintain min balance to avoid charges.,Bank,Bank_10
use 105697 to complete your bigbasket registration. valid till 2 mins.,OTP,OTP_4
UPI payment of INR 69429 to Pranav successful. UPI Ref: 569538017467. -ICICI Bank,Bank,Bank_6
  Low balance alert: A/c XX6481 balance is Rs.419859. Maintain min balance to avoid charges.,Bank,Bank_10
"  Bro send me Rs.1364 on gpay, will return by 03 Jul",Personal,Hard_5
OTP for delivery of order OD1133550558 is 4346. Share only with the delivery agent. -XpressBees,Delivery,Delivery_9
313650 is your verification code for BigBasket. Never share your OTP.,OTP,OTP_3
ZOMATO BIG BILLION DAYS! UP TO 40% OFF + EXTRA 10% WITH AXIS BANK CARDS. HURRY!,Promo,Promo_1
Low balance alert: A/c XX1139 balance is Rs.499329. Maintain min balance to avoid charges.,Bank,Bank_10
last day! swiggy clearance sale ends tonight. up to 40% off sitewide.,Promo,Promo_8
mega sale! get 70% off on all products at meesho. shop now: bit.ly/zleqnw t&c apply.,Promo,Promo_0
USE 457292 TO COMPLETE YOUR SWIGGY REGISTRATION. VALID TILL 10 MINS.,OTP,OTP_4
Delivery attempt failed for order OD6150080363. We will retry tomorrow. -Delhivery,Delivery,Delivery_5
DTDC: Shipment OD8499104808 reached your city hub. Expected delivery: 05 Jul.,Delivery,Delivery_4
Your OTP is 887524. Use it to verify your Uber account. Expires in 2 min.,OTP,OTP_1
Pay Rs.266 on delivery for order OD502428611. -Delhivery,Delivery,Hard_10
OTP: 321652 for txn of INR 14775 at HDFC Bank. Do not share. -BOB,OTP,OTP_2
Krishna  from Ekart is arriving with your package. Contact: +910673734982,Delivery,Delivery_6
Confirmation code 543097 for Amazon. Keep it private.,OTP,OTP_11
"Bro  send me Rs.3194 on gpay, will return by 05 Jul",Personal,Hard_5
Your OTP is 91674. Use it to verify your Ola account. Expires in 5 min.,OTP,OTP_1
Delhivery: Shipment OD1211831233 reached ur city hub. Expected delivery: 01 Jul.,Delivery,Delivery_4
Enter 238529 to verify your mobile number for Swiggy,OTP,OTP_10
your order od3744380382 from amazon is arriving tomorrow. keep rs.726 ready for cod.,Delivery,Delivery_3
Last day! Swiggy clearance sale ends tonight Up to 80% off sitewide,Promo,Promo_8
OTP-based login was enabled for your A/c XX7094. Call HDFC Bank if this wasn't you.,Bank,Hard_2
Use 919343 to complete your Uber registration. Valid till 2 mins.,OTP,OTP_4
"Hi Omaja, unlock Rs.1661 off your first order at Swiggy with code NEW39.",Promo,Promo_7
Last day! Swiggy clearance sale ends tonight. Up to 40% off sitewide.,Promo,Promo_8
G-229709 is your Google verification code,OTP,OTP_12
Your Zomato order OD4606101830 has been shipped via Delhivery. Track: bit.ly/KOWikc,Delivery,Delivery_0
Flipkart: Your cart misses you! Complete purchase now & get 40% off bitly/hAcoSA,Promo,Promo_4
YOUR MEESHO ORDER OD6768562113 HAS BEEN SHIPPED VIA BLUEDART. TRACK: BIT.LY/BLQZFF,Delivery,Delivery_0
YOUR ORDER OD5208956648 FROM AMAZON IS ARRIVING TOMORROW. KEEP RS.2230 READY FOR COD.,Delivery,Delivery_3
Your  Uber code: 1332,OTP,Hard_8
Order OD4105170489 packed and ready! Expected dispatch by 05 Jul. -Zomato,Delivery,Delivery_8
Myntra Big Billion Days! Up to 40% off + extra 10% with HDFC Bank cards. Hurry!,Promo,Promo_1
Cheque no. 526314201566 for Rs.53044 has been cleared from A/c XX3418. -PNB,Bank,Bank_8
Cheque no. 739704365213 for Rs.57600 has been cleared from A/c XX6029. -ICICI Bank,Bank,Bank_8
Work from home! Earn Rs.1758099/month Join: bitly/jqSSvV,Spam,Hard_14
<#> 478420 is your ICICI Bank code. Valid 30 min. hA8sk2Lqp3,OTP,OTP_13
"Hi  Vinaya, unlock Rs.244 off your first order at Meesho with code NEW50.",Promo,Promo_7
Weekend special at Meesho! Min 10% off on everything. Don't miss out: bit.ly/Lcguqr,Promo,Promo_6
ALERT: Rs.73348 withdrawn from ATM using card XX2709 on 17-04-26. Bal: Rs.445287. -SBI,Bank,Bank_3
Your order OD5105657415 from Amazon is arriving tomorrow. Keep Rs.4260 ready for COD.,Delivery,Delivery_3
delhivery: shipment od6976202437 reached your city hub. expected delivery: 03 jul.,Delivery,Delivery_4
ZOMATO: 727813 IS YOUR LOGIN OTP. IT EXPIRES IN 30 MINUTES.,OTP,OTP_6
Interest of Rs.62704 credited to your FD A/c XX3822. -BOB,Bank,Bank_9
Confirmation code 131015 for Flipkart. Keep it private.,OTP,OTP_11
Delivery attempt failed for order OD8480550310. We will retry tomorrow. -Delhivery,Delivery,Delivery_5
XPRESSBEES: SHIPMENT OD2494404149 REACHED YOUR CITY HUB. EXPECTED DELIVERY: 03 JUL.,Delivery,Delivery_4
Meesho  Big Billion Days! Up to 30% off + extra 10% with Kotak cards. Hurry!,Promo,Promo_1
flat rs.1101 cashback on your next order at swiggy. use code save39. valid till 02 jul.,Promo,Promo_2
Salary  of Rs.29118 credited to A/c XX6889. Avl Bal: Rs.460287. -Axis Bank,Bank,Bank_7
Your one time password is 139336 for PhonePe. Please do not share it. STOP to opt out,OTP,OTP_5
G-87191 is your Google verification code.,OTP,OTP_12
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/drbZIM,Spam,Hard_13
order od3211509845 packed and ready! expected dispatch by 02 jul. -amazon,Delivery,Delivery_8
Coupon 5631 gives you free delivery on orders above Rs.944. -Amazon,Promo,Hard_1
Weekend  special at BigBasket! Min 10% off on everything. Don't miss out: bit.ly/HQRMAg,Promo,Promo_6
Out for delivery: Your BigBasket package OD5524717147 will arrive today by 9 PM. -Delhivery STOP to opt out,Delivery,Delivery_1
Your GPay code: 692248,OTP,OTP_8
your meesho order od7302513275 has been shipped via delhivery. track: bit.ly/umcctt,Delivery,Delivery_0
Order OD1471668570 packed and ready! Expected dispatch by 04 Jul. -Flipkart,Delivery,Delivery_8
EMI  of Rs.92936 due on 23-05-26 for loan A/c XX4951. Pay now to avoid charges. -Axis Bank,Bank,Bank_4
52537 - use this code to sign in to ICICI Bank Never share it with anyone,OTP,OTP_7
  Use 397607 to complete your BOB registration. Valid till 15 mins.,OTP,OTP_4
UPI PAYMENT OF RS.70303 TO KRITIKA SUCCESSFUL. UPI REF: 302717043971. -AXIS BANK,Bank,Bank_6
  BlueDart: Shipment OD4957828984 reached your city hub. Expected delivery: 05 Jul.,Delivery,Delivery_4
Exclusive for you! Buy 1 Get 1 FREE at BigBasket Limited period offer Visit bitly/hKSiRE,Promo,Promo_3
ALERT: INR 78735 withdrawn from ATM using card XX9063 on 16-03-26. Bal: INR 226786. -BOB,Bank,Bank_3
delivered! your amazon order od8546433468 was delivered on 03 jul. rate your experience: bit.ly/gsyfzh,Delivery,Delivery_2
Ur order OD8046743270 from Swiggy is arriving tomorrow. Keep Rs.1534 ready for COD.,Delivery,Delivery_3
UPI payment of INR 18666 to Darpan successful. UPI Ref: 662288898940. -ICICI Bank,Bank,Bank_6
YOUR CREDIT CARD XX3056 STATEMENT IS READY. TOTAL DUE: RS.90772. MIN DUE: RS.1408. -PNB,Bank,Bank_5
OTP for delivery of order OD7193262118 is 8139. Share only with the delivery agent. -DTDC T&C apply,Delivery,Delivery_9
"Hi Gagan, unlock Rs.1096 off your first order at Flipkart with code NEW54.",Promo,Promo_7
INR 41376 credited to A/c XX4681 on 12-06-26. Avl Bal: INR 293405. -BOB,Bank,Bank_1
G-542013 IS YOUR GOOGLE VERIFICATION CODE.,OTP,OTP_12
LAST DAY! FLIPKART CLEARANCE SALE ENDS TONIGHT. UP TO 30% OFF SITEWIDE.,Promo,Promo_8
Dhruv from BlueDart is arriving with your package. Contact: 08378948784,Delivery,Delivery_6
  <#> 74916 is your Swiggy code. Valid 10 min. hA8sk2Lqp3,OTP,OTP_13
"Bro send me Rs.1564 on gpay, will return by 05 Jul",Personal,Hard_5
work from home! earn rs.350524/month. join: bit.ly/strmbv,Spam,Hard_14
"Hey, my new number is 8764050166 Save it! Meet at 8?",Personal,Hard_4
Delivered! Ur Swiggy order OD6791555217 was delivered on 01 Jul. Rate ur experience: bit.ly/LenvFi,Delivery,Delivery_2
"Hi Girindra, unlock Rs.1318 off your first order at Flipkart with code NEW65.",Promo,Promo_7
703908 is your OTP for Amazon login. Valid for 5 minutes. Do not share with anyone.,OTP,OTP_0
OTP: 521188 for txn of Rs.24883 at PhonePe Do not share -PNB,OTP,OTP_2
Ekart: Shipment OD3078011079 reached your city hub Expected delivery: 02 Jul,Delivery,Delivery_4
Recharge with Rs.1112 & get 60% extra talktime. Offer valid today only!,Promo,Promo_5
OTP for delivery of order OD2076073893 is 7310. Share only with the delivery agent. -XpressBees,Delivery,Delivery_9
FLIPKART BIG BILLION DAYS! UP TO 70% OFF + EXTRA 10% WITH SBI CARDS. HURRY!,Promo,Promo_1
Delivery attempt failed for order OD7804288511. We will retry tomorrow. -Delhivery,Delivery,Delivery_5
Interest of Rs.73676 credited to your FD A/c XX4216 -BOB,Bank,Bank_9
tap to verify: 833919. this code expires shortly.,OTP,Hard_9
66352 is ur verification code for Meesho. Never share ur OTP.,OTP,OTP_3
YOUR OTP IS 787163. USE IT TO VERIFY YOUR BOB ACCOUNT. EXPIRES IN 2 MIN.,OTP,OTP_1
Out for delivery: Your Meesho package OD2485619154 will arrive today by 6 PM. -BlueDart,Delivery,Delivery_1
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/BlCAxC,Spam,Hard_13
"Hey, my new number is 5518054225. Save it! Meet at tonight?",Personal,Hard_4
Your SIM will be deactivated in 24hrs Verify Aadhaar: bitly/znIgYy,Spam,Hard_13
MEGA SALE! Get 60% OFF on all products at BigBasket Shop now: bitly/BJqxsv T&C apply,Promo,Promo_0
739976 is your Ola security code. Anyone asking for it is a scammer. T&C apply,OTP,OTP_9
Order  OD9408957757 packed and ready! Expected dispatch by 01 Jul. -Myntra,Delivery,Delivery_8
use code 7857 at checkout for 10% off at swiggy!,Promo,Hard_0
rs.82522 credited to a/c xx9552 on 31-05-26. avl bal: rs.349816. -axis bank,Bank,Bank_1
Flat Rs.344 cashback on your next order at Myntra Use code SAVE51 Valid till 05 Jul,Promo,Promo_2
YOUR A/C XX1668 IS DEBITED WITH RS.14923 ON 12-06-26. INFO: UPI-AAYUSH. BAL: RS.493714,Bank,Bank_2
745952 - use this to sign in. Never share this code with anyone.,OTP,Hard_7
Work from home! Earn Rs.495098/month. Join: bit.ly/CPpAXc,Spam,Hard_14
DELIVERY ATTEMPT FAILED FOR ORDER OD5098023918. WE WILL RETRY TOMORROW. -DTDC,Delivery,Delivery_5
MEGA SALE! Get 40% OFF on all products at Myntra. Shop now: bit.ly/VwxiTz T&C apply.,Promo,Promo_0
Samar  from DTDC is arriving with your package. Contact: +910749564480,Delivery,Delivery_6
Exclusive for you! Buy 1 Get 1 FREE at Amazon. Limited period offer. Visit bit.ly/edxllN T&C apply,Promo,Promo_3
Rs.81340 credited to A/c XX1992 on 26-06-26. Avl Bal: Rs.487782. -Kotak,Bank,Bank_1
Use  195785 to complete your Uber registration. Valid till 30 mins.,OTP,OTP_4
"Never share ur OTP, PIN or CVV. Kotak never asks for these. Stay safe.",Bank,Hard_3
Use code 1427 at checkout for 25% off at Swiggy!,Promo,Hard_0
Your Flipkart membership expires soon. Renew now & save 80%: bit.ly/IVktuX,Promo,Promo_9
43511 - use this code to sign in to ICICI Bank. Never share it with anyone. T&C apply,OTP,OTP_7
Your credit card XX5180 statement is ready. Total due: Rs.40362. Min due: Rs.4435. -PNB,Bank,Bank_5
  Pay Rs.4159 on delivery for order OD393960211. -DTDC,Delivery,Hard_10
683733 - USE THIS CODE TO SIGN IN TO HOTSTAR. NEVER SHARE IT WITH ANYONE.,OTP,OTP_7
851370 is your OTP for Meesho login. Valid for 15 minutes. Do not share with anyone.,OTP,OTP_0
Your OTP is 501821. Use it to verify your Uber account. Expires in 30 min.,OTP,OTP_1
Your Zomato membership expires soon. Renew now & save 50%: bit.ly/XfuyCk,Promo,Promo_9
UPI payment of Rs.89018 to Ucchal successful UPI Ref: 912824948292 -SBI,Bank,Bank_6
Delivered! Your Flipkart order OD6516511331 was delivered on 05 Jul Rate your experience: bitly/rbFvrL,Delivery,Delivery_2
XPRESSBEES: SHIPMENT OD6463710374 REACHED YOUR CITY HUB. EXPECTED DELIVERY: 04 JUL.,Delivery,Delivery_4
Salary of Rs.48331 credited to A/c XX8825 Avl Bal: Rs.170151 -Kotak,Bank,Bank_7
Order OD8074266075 packed and ready! Expected dispatch by 02 Jul. -Myntra T&C apply,Delivery,Delivery_8
  Your return pickup for order OD3491555606 is scheduled on 05 Jul. Keep the item ready. -Zomato,Delivery,Delivery_7
your bigbasket code: 252641,OTP,OTP_8
EMI of Rs.44949 due on 19-02-26 for loan A/c XX5628. Pay now to avoid charges. -Kotak,Bank,Bank_4
YOUR SBI CODE: 331187,OTP,OTP_8
otp: 95609 for txn of rs.17033 at pnb. do not share. -sbi,OTP,OTP_2
Uber: 90668 is your login OTP. It expires in 30 minutes. -TM,OTP,OTP_6
UPI payment of Rs.68911 to Watika successful UPI Ref: 702048811092 -ICICI Bank,Bank,Bank_6
<#> 263410 is your flipkart code. valid 10 min. ha8sk2lqp3,OTP,OTP_13
Cheque no 150584728090 for Rs.64692 has been cleared from A/c XX2898 -PNB,Bank,Bank_8
EMI of INR 27401 due on 18-04-26 for loan A/c XX7408. Pay now to avoid charges. -PNB,Bank,Bank_4
"Class shifted to room 8405, come fast",Personal,Hard_6
Interest of Rs.44134 credited to ur FD A/c XX8787. -PNB,Bank,Bank_9
Your order OD7321543700 from Myntra is arriving tomorrow. Keep Rs.4221 ready for COD. STOP to opt out,Delivery,Delivery_3
OTP: 707767 for txn of Rs.8659 at Paytm. Do not share. -Kotak,OTP,OTP_2
Dear customer ur PNB account will be blocked! Update KYC now: bit.ly/fVOIvr,Spam,Hard_11
Exclusive for you! Buy 1 Get 1 FREE at Flipkart. Limited period offer. Visit bit.ly/Oyosrv,Promo,Promo_3
Recharge with Rs.480 & get 20% extra talktime Offer valid today only!,Promo,Promo_5
OTP  for delivery of order OD8273103297 is 7893. Share only with the delivery agent. -XpressBees,Delivery,Delivery_9
"Hey, my new number is +917080900115. Save it! Meet at 6pm?",Personal,Hard_4
Your ICICI Bank code: 639268,OTP,OTP_8
Your BOB code: 586218,OTP,OTP_8
Exclusive for you! Buy 1 Get 1 FREE at Amazon. Limited period offer. Visit bit.ly/djoaSW,Promo,Promo_3
Your one time password is 898100 for Meesho. Please do not share it.,OTP,OTP_5
Cheque  no. 229575981356 for Rs.47411 has been cleared from A/c XX1430. -BOB,Bank,Bank_8
INTEREST OF RS.49598 CREDITED TO YOUR FD A/C XX6904. -HDFC BANK,Bank,Bank_9
your ola code: 974808,OTP,OTP_8
  Zomato: Your cart misses you! Complete purchase now & get 60% off. bit.ly/GoVFcT,Promo,Promo_4
Exclusive  for you! Buy 1 Get 1 FREE at Zomato. Limited period offer. Visit bit.ly/YyoorQ,Promo,Promo_3
MEGA SALE! Get 30% OFF on all products at BigBasket. Shop now: bit.ly/mUnDZV T&C apply. STOP to opt out,Promo,Promo_0
Rs.87164  debited from A/c XX5587 on 30-06-26 to Owen. Avl Bal: Rs.100248. -SBI,Bank,Bank_0
uber: 944182 is your login otp. it expires in 5 minutes.,OTP,OTP_6
Your credit card XX3809 statement is ready. Total due: Rs.17685. Min due: Rs.2997. -Kotak -TM,Bank,Bank_5
"Never share your OTP, PIN or CVV. BOB never asks for these. Stay safe.",Bank,Hard_3
  Your one time password is 880566 for Hotstar. Please do not share it.,OTP,OTP_5
  Axis Bank: 557690 is your login OTP. It expires in 5 minutes.,OTP,OTP_6
Flat Rs.847 cashback on your next order at Zomato. Use code SAVE12. Valid till 04 Jul.,Promo,Promo_2
"Hi Waida, unlock Rs.1470 off your first order at Zomato with code NEW85.",Promo,Promo_7
Order OD1768752281 packed and ready! Expected dispatch by 02 Jul. -Flipkart,Delivery,Delivery_8
Last day! Myntra clearance sale ends tonight Up to 50% off sitewide,Promo,Promo_8
OTP: 923918 FOR TXN OF RS.20196 AT FLIPKART. DO NOT SHARE. -PNB,OTP,OTP_2
Your order OD7276734931 from Zomato is arriving tomorrow. Keep Rs.2399 ready for COD.,Delivery,Delivery_3
Flat Rs.1437 cashback on your next order at Zomato. Use code SAVE47. Valid till 05 Jul.,Promo,Promo_2
Dear customer ur ICICI Bank account will be blocked! Update KYC now: bit.ly/goBxDp STOP to opt out,Spam,Hard_11
Salary  of Rs.9378 credited to A/c XX8956. Avl Bal: Rs.147240. -Axis Bank,Bank,Bank_7
EMI of Rs.81348 due on 10-05-26 for loan A/c XX9358. Pay now to avoid charges. -PNB,Bank,Bank_4
Order OD2138556766 packed and ready! Expected dispatch by 02 Jul. -BigBasket,Delivery,Delivery_8
OTP for delivery of order OD1167176173 is 8816. Share only with the delivery agent. -Ekart,Delivery,Delivery_9
UPI payment of Rs.40702 to Hritik successful UPI Ref: 895763007264 -SBI,Bank,Bank_6
Weekend special at Flipkart! Min 50% off on everything. Don't miss out: bit.ly/lGMejJ,Promo,Promo_6
338570 is ur verification code for Zomato. Never share ur OTP.,OTP,OTP_3
Rs.90360 credited to A/c XX6098 on 30-06-26 Avl Bal: Rs.452903 -PNB,Bank,Bank_1
Kotak: 191419 is your login OTP It expires in 5 minutes,OTP,OTP_6
Flat Rs.1230 cashback on your next order at Amazon. Use code SAVE11. Valid till 04 Jul. STOP to opt out,Promo,Promo_2
Rs.72611 credited to A/c XX9901 on 14-03-26. Avl Bal: Rs.47034. -PNB,Bank,Bank_1
BigBasket: Your cart misses you! Complete purchase now & get 30% off. bit.ly/jcQJVo,Promo,Promo_4
Your order OD3578027422 from Swiggy is arriving tomorrow. Keep Rs.3491 ready for COD.,Delivery,Delivery_3
"hi bhavani, unlock rs.1855 off your first order at myntra with code new10.",Promo,Promo_7
"Never share your OTP, PIN or CVV. Kotak never asks for these. Stay safe.",Bank,Hard_3
Low balance alert: A/c XX4516 balance is Rs.333163 Maintain min balance to avoid charges,Bank,Bank_10
delivered! your swiggy order od9874213065 was delivered on 04 jul. rate your experience: bit.ly/tzuaon,Delivery,Delivery_2
Recharge with Rs.877 & get 70% extra talktime. Offer valid today only!,Promo,Promo_5
Flat Rs.391 cashback on your next order at Zomato. Use code SAVE76. Valid till 03 Jul. T&C apply,Promo,Promo_2
Your  BigBasket order OD5096987690 has been shipped via Ekart. Track: bit.ly/EatPtu,Delivery,Delivery_0
Exclusive for you! Buy 1 Get 1 FREE at Amazon. Limited period offer. Visit bit.ly/JJWexi,Promo,Promo_3
ALERT: Rs.13094 withdrawn from ATM using card XX6206 on 06-04-26. Bal: Rs.45164. -Axis Bank STOP to opt out,Bank,Bank_3
227664 IS YOUR OTP FOR GPAY LOGIN. VALID FOR 5 MINUTES. DO NOT SHARE WITH ANYONE.,OTP,OTP_0
  Rs.992 debited from A/c XX3769 on 04-02-26 to Faraj. Avl Bal: Rs.96923. -ICICI Bank,Bank,Bank_0
Pay Rs.2953 on delivery for order OD374698541. -XpressBees,Delivery,Hard_10
503335 is your otp for sbi login. valid for 30 minutes. do not share with anyone.,OTP,OTP_0
EMI of Rs.22987 due on 09-03-26 for loan A/c XX8017. Pay now to avoid charges. -Axis Bank,Bank,Bank_4
use 922542 to complete your hotstar registration. valid till 30 mins.,OTP,OTP_4
  Last day! Amazon clearance sale ends tonight. Up to 70% off sitewide.,Promo,Promo_8
838912 is your otp for icici bank login. valid for 15 minutes. do not share with anyone.,OTP,OTP_0
YOUR ORDER OD8863158332 FROM BIGBASKET IS ARRIVING TOMORROW. KEEP RS.3291 READY FOR COD.,Delivery,Delivery_3
Out for delivery: Your Zomato package OD9220363120 will arrive today by 9 PM. -XpressBees,Delivery,Delivery_1
Rs.47290  debited from A/c XX7935 on 30-01-26 to Lila. Avl Bal: Rs.463560. -HDFC Bank,Bank,Bank_0
  OTP-based login was enabled for your A/c XX8403. Call ICICI Bank if this wasn't you.,Bank,Hard_2
EMI of Rs.66428 due on 01-05-26 for loan A/c XX9880. Pay now to avoid charges. -Kotak,Bank,Bank_4
Your order OD6408405172 from Myntra is arriving tomorrow. Keep Rs.2705 ready for COD.,Delivery,Delivery_3
Your Uber code: 5168,OTP,Hard_8
Congratulations! You won Rs.1143387 in lucky draw Claim: bitly/GiuULv,Spam,Hard_12
Use 595594 to complete your Ola registration. Valid till 2 mins.,OTP,OTP_4
use code 6283 at checkout for 50% off at zomato!,Promo,Hard_0
756638  is your IRCTC security code. Anyone asking for it is a scammer.,OTP,OTP_9
OTP: 763538 for txn of Rs.17808 at Kotak Do not share -Kotak,OTP,OTP_2
ALERT: Rs.34466 withdrawn from ATM using card XX4635 on 03-06-26 Bal: Rs.78605 -BOB,Bank,Bank_3
  Flat Rs.559 cashback on your next order at Amazon. Use code SAVE57. Valid till 02 Jul.,Promo,Promo_2
xpressbees: shipment od4503089388 reached your city hub. expected delivery: 04 jul.,Delivery,Delivery_4
Rs.315 credited to A/c XX9505 on 12-01-26. Avl Bal: Rs.27884. -HDFC Bank,Bank,Bank_1
Order OD7205941089 packed and ready! Expected dispatch by 04 Jul -Myntra,Delivery,Delivery_8
Daniel from XpressBees is arriving with ur package. Contact: 4616543878,Delivery,Delivery_6
Ur Flipkart membership expires soon. Renew now & save 40%: bit.ly/LAgHkt,Promo,Promo_9
OTP: 563487 for txn of Rs.36899 at BigBasket. Do not share. -Kotak T&C apply,OTP,OTP_2
ALERT: RS.76774 WITHDRAWN FROM ATM USING CARD XX2734 ON 01-05-26. BAL: RS.153963. -SBI,Bank,Bank_3
