text,label,template_id
Your Uber code: 5209,OTP,Hard_8
Your PNB code: 634513,OTP,OTP_8
472541 is your verification code for ICICI Bank. Never share your OTP.,OTP,OTP_3
Rs.98906 debited from A/c XX2911 on 23-04-26 to Udant. Avl Bal: Rs.100031. -Kotak,Bank,Bank_0
LOVED YOUR RECENT AMAZON ORDER? REORDER IN 1 TAP AND GET 50% OFF TODAY.,Promo,Promo_22
rs.68182 credited to a/c xx8451 on 01-06-26. avl bal: rs.322075. -pnb,Bank,Bank_1
<#> 603551 is your Netflix code. Valid 10 min. hA8sk2Lqp3,OTP,OTP_13
RS.742 CASHBACK CREDITED TO YOUR AMAZON PAY WALLET. USE ON YOUR NEXT ORDER.,Promo,Promo_21
amazon big billion days! up to 20% off + extra 10% with hdfc bank cards. hurry!,Promo,Promo_1
Use code 7483 at checkout for 25% off at Meesho!,Promo,Hard_0
Your A/c XX4824 is debited with Rs.46140 on 10-03-26. Info: UPI-Reyansh. Bal: Rs.368872,Bank,Bank_2
CONGRATULATIONS! YOU WON RS.2172739 IN LUCKY DRAW. CLAIM: BIT.LY/HNCALG,Spam,Hard_12
OTP for delivery of order OD8682959078 is 1748. Share only with the delivery agent. -DTDC,Delivery,Delivery_9
Pre-approved! Get a ICICI Bank credit card with INR 196496 limit. Zero joining fee. Apply: bit.ly/utgZSa,Promo,Promo_14
394625 is your verification code for Axis Bank. Never share your OTP. -TM,OTP,OTP_3
Your SIM will be deactivated in 24hrs. Verify Aadhaar: bit.ly/JaVxsX,Spam,Hard_13
Your Flipkart code: 569026,OTP,OTP_8
UPI payment of Rs.22134 to Zansi successful. UPI Ref: 652350619203. -Kotak STOP to opt out,Bank,Bank_6
Tap to verify: 937279. This code expires shortly.,OTP,Hard_9
Dear customer ur SBI account will be blocked! Update KYC now: bit.ly/KfwfaQ,Spam,Hard_11
DELIVERED! YOUR MYNTRA ORDER OD9400091147 WAS DELIVERED ON 06 JUL. RATE YOUR EXPERIENCE: BIT.LY/VMXBJE,Delivery,Delivery_2
Ur PNB code: 868930,OTP,OTP_8
Your credit card XX6485 statement is ready. Total due: INR 8149. Min due: INR 2379. -PNB,Bank,Bank_5
Enter 894367 to verify ur mobile number for HDFC Bank.,OTP,OTP_10
Rs.29581 credited to A/c XX2405 on 30-06-26. Avl Bal: Rs.184603. -Kotak,Bank,Bank_1
Your  Amazon order OD8213935440 has been shipped via Delhivery. Track: bit.ly/BHfePl,Delivery,Delivery_0
Dear customer ur HDFC Bank account will be blocked! Update KYC now: bit.ly/GSXucD,Spam,Hard_11
G-483498  is your Google verification code.,OTP,OTP_12
SWIGGY: 189438 IS YOUR LOGIN OTP. IT EXPIRES IN 10 MINUTES.,OTP,OTP_6
422258 is your Paytm security code. Anyone asking for it is a scammer.,OTP,OTP_9
469682 - use this code to sign in to hotstar. never share it with anyone.,OTP,OTP_7
Zomato: Free delivery all weekend! Order your favourites now.,Promo,Promo_13
mega sale! get 40% off on all products at flipkart. shop now: bit.ly/cchwin t&c apply.,Promo,Promo_0
Your OTP is 344438. Use it to verify your HDFC Bank account. Expires in 2 min.,OTP,OTP_1
<#>  356621 is your Kotak code. Valid 15 min. hA8sk2Lqp3,OTP,OTP_13
Cheque no. 432458378421 for INR 97490 has been cleared from A/c XX5849. -SBI,Bank,Bank_8
  UPI payment of Rs.65241 to Leena successful. UPI Ref: 102194009111. -PNB,Bank,Bank_6
CONVERT YOUR SBI CARD PURCHASE OF RS.1486 INTO EASY EMIS AT 0% INTEREST. REPLY YES.,Promo,Promo_15
  Your HDFC Bank debit card XX1275 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
197309 is your OTP for Amazon login Valid for 15 minutes Do not share with anyone,OTP,OTP_0
Your  credit card XX1979 statement is ready. Total due: Rs.30718. Min due: Rs.4747. -ICICI Bank,Bank,Bank_5
667710 - use this to sign in. never share this code with anyone.,OTP,Hard_7
OTP: 644149 for txn of Rs.717 at Meesho Do not share -Kotak,OTP,OTP_2
Auto-pay of Rs.60261 to Leena is scheduled on 13-01-26 from A/c XX1790. Ensure sufficient balance.,Bank,Bank_13
Pre-approved! Get a Axis Bank credit card with Rs.450512 limit. Zero joining fee. Apply: bit.ly/DixmBp,Promo,Promo_14
Items in your order history are back in stock at Meesho. Prices start Rs.1414. STOP to opt out,Promo,Promo_23
  Rs.27852 debited from A/c XX7365 on 06-04-26 to Aachal. Avl Bal: Rs.227326. -BOB,Bank,Bank_0
order od6423163707 packed and ready! expected dispatch by 04 jul. -swiggy,Delivery,Delivery_8
your otp is 93558. use it to verify your bigbasket account. expires in 5 min.,OTP,OTP_1
Pre-approved! Get a HDFC Bank credit card with INR 70055 limit. Zero joining fee. Apply: bit.ly/nDalQZ,Promo,Promo_14
Your FD of Rs.72882 matures on 22-02-26. Renew or withdraw via netbanking. -ICICI Bank,Bank,Bank_14
Delhivery: Shipment OD4621304513 reached your city hub Expected delivery: 03 Jul,Delivery,Delivery_4
KYC update pending for A/c XX8078. Please visit your nearest SBI branch by 06-04-26 to avoid restrictions.,Bank,Bank_12
Delivery attempt failed for order OD4367185876. We will retry tomorrow. -DTDC,Delivery,Delivery_5
Congratulations! You won Rs.710390 in lucky draw. Claim: bit.ly/IBVWil STOP to opt out,Spam,Hard_12
Pre-approved!  Get a PNB credit card with Rs.315448 limit. Zero joining fee. Apply: bit.ly/KKIQtk,Promo,Promo_14
Flight fares dropped! HYD-CCU from INR 911. Book on Goibibo before midnight.,Promo,Promo_16
Your Meesho membership expires soon. Renew now & save 70%: bit.ly/DGARPS,Promo,Promo_9
Beware of fraud calls asking for card details. ICICI Bank officials never ask for PIN or CVV. T&C apply,Bank,Bank_15
  Myntra: Your cart misses you! Complete purchase now & get 40% off. bit.ly/LaKljk,Promo,Promo_4
Data  exhausted? Get 3GB extra with Rs.1234 booster pack. Dial *121# or visit app.,Promo,Promo_11
Low balance alert: A/c XX6609 balance is Rs.407858. Maintain min balance to avoid charges.,Bank,Bank_10
Your Meesho membership expires soon. Renew now & save 30%: bit.ly/kyqVfM,Promo,Promo_9
You  have 2833 reward points expiring on 01 Jul. Redeem on BigBasket.,Promo,Promo_20
OTP-based  login was enabled for your A/c XX3324. Call PNB if this wasn't you.,Bank,Hard_2
Cheque no 629298224231 for Rs.21916 has been cleared from A/c XX1977 -ICICI Bank,Bank,Bank_8
Beware of fraud calls asking for card details. BOB officials never ask for PIN or CVV.,Bank,Bank_15
XpressBees: Shipment OD2020823192 reached your city hub Expected delivery: 03 Jul,Delivery,Delivery_4
Delivery attempt failed for order OD6198214503 We will retry tomorrow -DTDC,Delivery,Delivery_5
Last day! Meesho clearance sale ends tonight. Up to 60% off sitewide. STOP to opt out,Promo,Promo_8
irctc: special trains added for festive season. book early & save up to 60%.,Promo,Promo_17
Zomato: Free delivery all weekend! Order your favourites now.,Promo,Promo_13
Enter 958162 to verify your mobile number for Ola.,OTP,OTP_10
Your Uber code: 4937,OTP,Hard_8
Pre-approved! Get a HDFC Bank credit card with Rs.135913 limit. Zero joining fee. Apply: bit.ly/WZeOVo,Promo,Promo_14
G-836366 is your Google verification code.,OTP,OTP_12
Work from home! Earn Rs.874263/month. Join: bit.ly/UHXyzc,Spam,Hard_14
Dear customer ur BOB account will be blocked! Update KYC now: bitly/sqHIxi,Spam,Hard_11
Balhaar from Ekart is arriving with your package. Contact: +912760677741,Delivery,Delivery_6
"Hey, my new number is 01308890572 Save it! Meet at 8?",Personal,Hard_4
TAP TO VERIFY: 833404. THIS CODE EXPIRES SHORTLY.,OTP,Hard_9
Enter 531453 to verify your mobile number for Ola,OTP,OTP_10
Yutika from XpressBees is arriving with your package. Contact: 04301715013,Delivery,Delivery_6
<#> 695187 is your Hotstar code. Valid 10 min. hA8sk2Lqp3,OTP,OTP_13
Use  code 5259 at checkout for 25% off at Zomato!,Promo,Hard_0
899334 - use this to sign in. Never share this code with anyone.,OTP,Hard_7
  Auto-pay of Rs.30321 to Lohit is scheduled on 12-05-26 from A/c XX2997. Ensure sufficient balance.,Bank,Bank_13
hungry? get 10% off up to rs.1279 on your next 3 orders. code: eat50. -zomato,Promo,Promo_12
  Cheque no. 184422097455 for Rs.10932 has been cleared from A/c XX1318. -SBI,Bank,Bank_8
Coupon 4993 gives you free delivery on orders above Rs.3813 -Swiggy,Promo,Hard_1
601805 is your otp for swiggy login. valid for 2 minutes. do not share with anyone.,OTP,OTP_0
Flat Rs.794 cashback on your next order at Zomato. Use code SAVE81. Valid till 01 Jul.,Promo,Promo_2
INTEREST OF RS.48059 CREDITED TO YOUR FD A/C XX2759. -BOB,Bank,Bank_9
Congratulations! You won Rs.1013089 in lucky draw Claim: bitly/qoRDdY,Spam,Hard_12
Pay INR 2324 on delivery for order OD593305511. -Delhivery,Delivery,Hard_10
Flipkart Big Billion Days! Up to 80% off + extra 10% with Kotak cards. Hurry!,Promo,Promo_1
Flight fares dropped! HYD-CCU from Rs.1190. Book on MakeMyTrip before midnight.,Promo,Promo_16
USE CODE 9568 AT CHECKOUT FOR 25% OFF AT SWIGGY!,Promo,Hard_0
Your  SBI debit card XX9266 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
flight fares dropped! bom-maa from rs.1800. book on makemytrip before midnight.,Promo,Promo_16
Salary of Rs.34835 credited to A/c XX4978 Avl Bal: Rs.43285 -SBI,Bank,Bank_7
INR 12634 debited from A/c XX6412 on 02-07-26 to Bhavna. Avl Bal: INR 353967. -SBI,Bank,Bank_0
Hungry? Get 80% off up to Rs.260 on your next 3 orders. Code: EAT91. -Swiggy,Promo,Promo_12
Swiggy: Free delivery all weekend! Order your favourites now. -TM,Promo,Promo_13
Coupon 4435 gives you free delivery on orders above Rs.3281. -Amazon,Promo,Hard_1
Swiggy: Free delivery all weekend! Order ur favourites now.,Promo,Promo_13
Cheque no. 129163439912 for Rs.44377 has been cleared from A/c XX7402. -PNB,Bank,Bank_8
Convert your SBI card purchase of Rs.1371 into easy EMIs at 0% interest. Reply YES.,Promo,Promo_15
Your FD of Rs.82177 matures on 09-05-26. Renew or withdraw via netbanking. -HDFC Bank,Bank,Bank_14
934990 - use this code to sign in to Meesho. Never share it with anyone. -TM,OTP,OTP_7
Ur Uber code: 2612,OTP,Hard_8
"Class shifted to room 6220, come fast",Personal,Hard_6
Confirmation code 877193 for Axis Bank. Keep it private.,OTP,OTP_11
Your Kotak debit card XX1203 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
SALARY OF RS.57517 CREDITED TO A/C XX6408. AVL BAL: RS.50177. -KOTAK,Bank,Bank_7
Missed our shows? Come back to Netflix at 50% off for 3 months. Resubscribe: bit.ly/HaREDh T&C apply,Promo,Promo_19
"Hey, my new number is +917678112938. Save it! Meet at tonight?",Personal,Hard_4
462647 is your swiggy security code. anyone asking for it is a scammer.,OTP,OTP_9
Flat Rs.1171 cashback on your next order at Amazon. Use code SAVE55. Valid till 02 Jul.,Promo,Promo_2
Your Zomato membership expires soon. Renew now & save 70%: bit.ly/YcWyjM,Promo,Promo_9
G-269298 is your Google verification code.,OTP,OTP_12
OTP for delivery of order OD4696155489 is 6029. Share only with the delivery agent. -BlueDart,Delivery,Delivery_9
ITEMS IN YOUR ORDER HISTORY ARE BACK IN STOCK AT FLIPKART. PRICES START RS.1915.,Promo,Promo_23
Rs.1852 cashback credited to ur PhonePe wallet. Use on ur next order.,Promo,Promo_21
EMI of Rs.2196 due on 31-01-26 for loan A/c XX2018. Pay now to avoid charges. -BOB,Bank,Bank_4
KYC  update pending for A/c XX7452. Please visit your nearest PNB branch by 08-01-26 to avoid restrictions.,Bank,Bank_12
  OTP for delivery of order OD9341770622 is 3560. Share only with the delivery agent. -BlueDart,Delivery,Delivery_9
  Loved your recent Swiggy order? Reorder in 1 tap and get 20% off today.,Promo,Promo_22
Interest of Rs.84502 credited to your FD A/c XX5573 -HDFC Bank,Bank,Bank_9
Your OTP is 43734. Use it to verify your Uber account. Expires in 30 min.,OTP,OTP_1
Dear  customer ur ICICI Bank account will be blocked! Update KYC now: bit.ly/ZUlFxV,Spam,Hard_11
Missed our shows? Come back to Hotstar at 50% off for 3 months. Resubscribe: bit.ly/LViuhp,Promo,Promo_19
  Low balance alert: A/c XX9035 balance is Rs.194528. Maintain min balance to avoid charges.,Bank,Bank_10
Anita from DTDC is arriving with your package. Contact: 06603828075,Delivery,Delivery_6
Your Airtel pack expires tomorrow Recharge with Rs.1111 for 1GB/day + unlimited calls,Promo,Promo_10
  Your FD of Rs.89701 matures on 15-02-26. Renew or withdraw via netbanking. -ICICI Bank,Bank,Bank_14
Interest of INR 35595 credited to your FD A/c XX5922. -Kotak,Bank,Bank_9
Rs.1100 cashback credited to your Amazon Pay wallet. Use on your next order.,Promo,Promo_21
Your one time password is 433959 for Swiggy. Please do not share it.,OTP,OTP_5
COUPON 3057 GIVES YOU FREE DELIVERY ON ORDERS ABOVE RS.1321. -MEESHO,Promo,Hard_1
"Class  shifted to room 3233, come fast",Personal,Hard_6
DELIVERED! YOUR ZOMATO ORDER OD4019686737 WAS DELIVERED ON 03 JUL. RATE YOUR EXPERIENCE: BIT.LY/ZPEOFN,Delivery,Delivery_2
Rs.7922 debited from A/c XX6953 on 28-06-26 to Nakul. Avl Bal: Rs.87175. -SBI,Bank,Bank_0
"NEVER SHARE YOUR OTP, PIN OR CVV. HDFC BANK NEVER ASKS FOR THESE. STAY SAFE.",Bank,Hard_3
KYC update pending for A/c XX2538. Please visit your nearest SBI branch by 03-03-26 to avoid restrictions.,Bank,Bank_12
rs.53602 debited from a/c xx7524 on 19-04-26 to chaaya. avl bal: rs.446498. -kotak,Bank,Bank_0
Your Uber code: 5710,OTP,Hard_8
Delivered! Your Myntra order OD4797998675 was delivered on 04 Jul. Rate your experience: bit.ly/NRCjPX,Delivery,Delivery_2
Flight fares dropped! HYD-PNQ from Rs.1546. Book on Goibibo before midnight.,Promo,Promo_16
  ALERT: Rs.20944 withdrawn from ATM using card XX1523 on 03-02-26. Bal: Rs.329045. -Axis Bank,Bank,Bank_3
Myntra: 73535 is your login OTP. It expires in 5 minutes. STOP to opt out,OTP,OTP_6
Your A/c XX7290 is debited with Rs.78729 on 16-03-26. Info: UPI-Kevin. Bal: Rs.57354 -TM,Bank,Bank_2
Your HDFC Bank debit card XX6099 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
Loved your recent BigBasket order? Reorder in 1 tap and get 40% off today.,Promo,Promo_22
Pre-approved! Get a BOB credit card with INR 127150 limit. Zero joining fee. Apply: bit.ly/AsVbYR,Promo,Promo_14
Rs.64214 debited from A/c XX8562 on 21-02-26 to Bhavya. Avl Bal: Rs.55726. -BOB,Bank,Bank_0
Auto-pay of Rs.22659 to Jeet is scheduled on 18-05-26 from A/c XX6152. Ensure sufficient balance. -TM,Bank,Bank_13
  Your order OD1655115589 from Zomato is arriving tomorrow. Keep Rs.2818 ready for COD.,Delivery,Delivery_3
OTP  for delivery of order OD1620308542 is 8704. Share only with the delivery agent. -BlueDart,Delivery,Delivery_9
  Your FD of Rs.40227 matures on 04-07-26. Renew or withdraw via netbanking. -Kotak,Bank,Bank_14
779639 - use this code to sign in to Uber. Never share it with anyone.,OTP,OTP_7
Your one time password is 385393 for Meesho. Please do not share it.,OTP,OTP_5
Rs.58879 credited to A/c XX2164 on 05-06-26. Avl Bal: Rs.480638. -ICICI Bank,Bank,Bank_1
your uber code: 2862,OTP,Hard_8
your order od5474951068 from myntra is arriving tomorrow. keep rs.1652 ready for cod.,Delivery,Delivery_3
Pay Rs.3266 on delivery for order OD138702751. -Ekart,Delivery,Hard_10
Myntra Big Billion Days! Up to 70% off + extra 10% with PNB cards. Hurry!,Promo,Promo_1
EMI  of Rs.952 due on 06-07-26 for loan A/c XX6583. Pay now to avoid charges. -BOB,Bank,Bank_4
<#> 862684 is your Hotstar code. Valid 15 min. hA8sk2Lqp3,OTP,OTP_13
confirmation code 542070 for hotstar. keep it private.,OTP,OTP_11
  UPI payment of Rs.72311 to Harish successful. UPI Ref: 662699243251. -ICICI Bank,Bank,Bank_6
Your order OD7952262367 from Swiggy is arriving tomorrow. Keep Rs.2191 ready for COD.,Delivery,Delivery_3
EMI of INR 30923 due on 21-05-26 for loan A/c XX4408. Pay now to avoid charges. -ICICI Bank,Bank,Bank_4
Low balance alert: A/c XX8052 balance is Rs.450295. Maintain min balance to avoid charges.,Bank,Bank_10
IRCTC: Special trains added for festive season. Book early & save up to 20%.,Promo,Promo_17
"  Your ICICI Bank health insurance renewal is due 04 Jul. Renew online, save 80% on premium.",Promo,Promo_24
Your Meesho order OD6182443321 has been shipped via Delhivery. Track: bit.ly/krliEp,Delivery,Delivery_0
XpressBees: Shipment OD9540610826 reached ur city hub. Expected delivery: 06 Jul.,Delivery,Delivery_4
Ur Uber code: 6968,OTP,Hard_8
Your credit card XX2657 statement is ready. Total due: Rs.98393. Min due: Rs.1213. -Axis Bank,Bank,Bank_5
<#> 480851 is your Swiggy code. Valid 5 min. hA8sk2Lqp3,OTP,OTP_13
508063 - USE THIS CODE TO SIGN IN TO OLA. NEVER SHARE IT WITH ANYONE.,OTP,OTP_7
Your one time password is 253296 for Hotstar. Please do not share it.,OTP,OTP_5
Salary of Rs.49185 credited to A/c XX7689. Avl Bal: Rs.81677. -PNB STOP to opt out,Bank,Bank_7
Your return pickup for order OD8833953454 is scheduled on 05 Jul. Keep the item ready. -Flipkart,Delivery,Delivery_7
Recharge with Rs.1457 & get 50% extra talktime. Offer valid today only!,Promo,Promo_5
FLIGHT FARES DROPPED! BOM-MAA FROM RS.1829. BOOK ON GOIBIBO BEFORE MIDNIGHT.,Promo,Promo_16
ALERT:  Rs.94961 withdrawn from ATM using card XX1508 on 05-07-26. Bal: Rs.59421. -Axis Bank,Bank,Bank_3
G-732180  is your Google verification code.,OTP,OTP_12
Flat Rs.917 cashback on your next order at Swiggy Use code SAVE40 Valid till 05 Jul,Promo,Promo_2
Rs.59976 credited to A/c XX9064 on 27-06-26 Avl Bal: Rs.315201 -HDFC Bank,Bank,Bank_1
Your account statement for June is available. Download from the ICICI Bank app. -TM,Bank,Bank_16
Your one time password is 667278 for BigBasket Please do not share it,OTP,OTP_5
Ekart: Shipment OD8853144796 reached your city hub. Expected delivery: 06 Jul.,Delivery,Delivery_4
Weekend special at BigBasket! Min 70% off on everything. Don't miss out: bit.ly/rGgbZH,Promo,Promo_6
Cheque no 407435770304 for Rs.5004 has been cleared from A/c XX9337 -HDFC Bank,Bank,Bank_8
Rs.90611 debited from A/c XX3262 on 07-06-26 to Geetika. Avl Bal: Rs.357638. -ICICI Bank,Bank,Bank_0
Your  Axis Bank debit card XX8218 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
loved your recent meesho order? reorder in 1 tap and get 60% off today.,Promo,Promo_22
Rs.81673 credited to A/c XX8481 on 16-02-26. Avl Bal: Rs.108575. -PNB,Bank,Bank_1
  Cheque no. 218654046410 for Rs.96149 has been cleared from A/c XX4656. -Axis Bank,Bank,Bank_8
Pre-approved! Get a BOB credit card with Rs.80090 limit. Zero joining fee. Apply: bit.ly/JHxkZf,Promo,Promo_14
You have 1196 reward points expiring on 01 Jul. Redeem on Flipkart.,Promo,Promo_20
Rs.19416 debited from A/c XX9008 on 27-06-26 to Farhan. Avl Bal: Rs.358340. -PNB,Bank,Bank_0
Convert your BOB card purchase of INR 238 into easy EMIs at 0% interest. Reply YES.,Promo,Promo_15
ENTER 250241 TO VERIFY YOUR MOBILE NUMBER FOR IRCTC.,OTP,OTP_10
Out for delivery: Your Amazon package OD8346360940 will arrive today by 9 PM. -DTDC,Delivery,Delivery_1
flat rs.1938 cashback on your next order at flipkart. use code save53. valid till 05 jul.,Promo,Promo_2
375935 is your OTP for Zomato login. Valid for 2 minutes. Do not share with anyone.,OTP,OTP_0
  Items in your order history are back in stock at Myntra. Prices start Rs.82.,Promo,Promo_23
Low balance alert: A/c XX6400 balance is Rs.51964. Maintain min balance to avoid charges. -TM,Bank,Bank_10
RECHARGE WITH RS.572 & GET 60% EXTRA TALKTIME. OFFER VALID TODAY ONLY!,Promo,Promo_5
PAY RS.906 ON DELIVERY FOR ORDER OD411718030. -BLUEDART,Delivery,Hard_10
YOUR RETURN PICKUP FOR ORDER OD8783481104 IS SCHEDULED ON 03 JUL. KEEP THE ITEM READY. -AMAZON,Delivery,Delivery_7
Ur Zomato membership expires soon. Renew now & save 40%: bit.ly/mccgog,Promo,Promo_9
Your Uber code: 6208,OTP,Hard_8
Ur Jio pack expires tomorrow. Recharge with Rs.338 for 3GB/day + unlimited calls.,Promo,Promo_10
work from home! earn rs.524849/month. join: bit.ly/fsmzup,Spam,Hard_14
DTDC: Shipment OD3183937249 reached your city hub. Expected delivery: 06 Jul.,Delivery,Delivery_4
  Flat Rs.369 cashback on your next order at Myntra. Use code SAVE15. Valid till 05 Jul.,Promo,Promo_2
Enter 900165 to verify your mobile number for Netflix.,OTP,OTP_10
Salary of Rs.4712 credited to A/c XX8882. Avl Bal: Rs.9835. -BOB,Bank,Bank_7
844651 is your OTP for Myntra login. Valid for 5 minutes. Do not share with anyone.,OTP,OTP_0
Work from home! Earn Rs.2136462/month. Join: bit.ly/DQlSsX -TM,Spam,Hard_14
Your credit card XX5251 statement is ready. Total due: Rs.86779. Min due: Rs.1357. -ICICI Bank,Bank,Bank_5
TAP TO VERIFY: 555165. THIS CODE EXPIRES SHORTLY.,OTP,Hard_9
Coupon 4404 gives you free delivery on orders above Rs.864. -Swiggy,Promo,Hard_1
Your Hotstar plan renews on 02 Jul at Rs.1026. Upgrade to 4K for Rs.800/month.,Promo,Promo_18
Auto-pay of Rs.38466 to Adweta is scheduled on 31-05-26 from A/c XX2204. Ensure sufficient balance.,Bank,Bank_13
"Never  share your OTP, PIN or CVV. HDFC Bank never asks for these. Stay safe.",Bank,Hard_3
Your account statement for August is available. Download from the HDFC Bank app.,Bank,Bank_16
Your OTP is 213306. Use it to verify your IRCTC account. Expires in 2 min.,OTP,OTP_1
KYC update pending for A/c XX5289. Please visit your nearest HDFC Bank branch by 31-05-26 to avoid restrictions.,Bank,Bank_12
INR 40364 debited from A/c XX9119 on 01-06-26 to Abeer. Avl Bal: INR 392495. -SBI,Bank,Bank_0
Your SBI debit card XX3856 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
Delhivery: Shipment OD4111567914 reached your city hub. Expected delivery: 01 Jul.,Delivery,Delivery_4
114423 - USE THIS TO SIGN IN. NEVER SHARE THIS CODE WITH ANYONE.,OTP,Hard_7
Rs.87670 debited from A/c XX3642 on 01-06-26 to Logan. Avl Bal: Rs.238762. -BOB,Bank,Bank_0
"Hey, my new number is 02122168760. Save it! Meet at 8?",Personal,Hard_4
Your return pickup for order OD3668451764 is scheduled on 01 Jul Keep the item ready -BigBasket,Delivery,Delivery_7
<#> 37975 is your HDFC Bank code. Valid 30 min. hA8sk2Lqp3,OTP,OTP_13
coupon 2249 gives you free delivery on orders above rs.730. -myntra,Promo,Hard_1
Your  A/c XX9703 is debited with Rs.14230 on 07-03-26. Info: UPI-Yauvani. Bal: Rs.174616,Bank,Bank_2
ITEMS IN YOUR ORDER HISTORY ARE BACK IN STOCK AT MEESHO. PRICES START RS.598.,Promo,Promo_23
238690 is your OTP for Hotstar login. Valid for 2 minutes. Do not share with anyone.,OTP,OTP_0
otp for delivery of order od9554831844 is 2539. share only with the delivery agent. -delhivery,Delivery,Delivery_9
KYC update pending for A/c XX4323. Please visit your nearest HDFC Bank branch by 25-05-26 to avoid restrictions.,Bank,Bank_12
Cheque no. 469494933603 for Rs.45316 has been cleared from A/c XX1304. -ICICI Bank T&C apply,Bank,Bank_8
  Order OD8678580727 packed and ready! Expected dispatch by 06 Jul. -Swiggy,Delivery,Delivery_8
Ur ICICI Bank debit card XX8298 has been blocked due to suspicious activity. Visit branch or call 1800-XXX to unblock.,Bank,Bank_11
Rs.66652 credited to A/c XX5618 on 10-03-26. Avl Bal: Rs.343365. -ICICI Bank,Bank,Bank_1
Coupon  4148 gives you free delivery on orders above Rs.250. -Swiggy,Promo,Hard_1
Use  518894 to complete your Ola registration. Valid till 15 mins.,OTP,OTP_4
Nakul from Ekart is arriving with your package Contact: 6800064295,Delivery,Delivery_6
Confirmation code 673487 for GPay. Keep it private.,OTP,OTP_11
UPI payment of Rs.12690 to Shaurya successful UPI Ref: 590843320630 -Kotak,Bank,Bank_6
Your account statement for July is available. Download from the HDFC Bank app.,Bank,Bank_16
Dear customer ur Kotak account will be blocked! Update KYC now: bitly/vrIqyh,Spam,Hard_11
Your  one time password is 545590 for Netflix. Please do not share it.,OTP,OTP_5
Recharge with Rs.543 & get 10% extra talktime Offer valid today only!,Promo,Promo_5
pre-approved! get a hdfc bank credit card with rs.299418 limit. zero joining fee. apply: bit.ly/cutxmq,Promo,Promo_14
Missed our shows? Come back to Prime Video at 50% off for 3 months. Resubscribe: bit.ly/chedVk,Promo,Promo_19
UPI  payment of Rs.74604 to Edhitha successful. UPI Ref: 425887369120. -HDFC Bank,Bank,Bank_6
"Your PNB health insurance renewal is due 04 Jul. Renew online, save 30% on premium.",Promo,Promo_24
YOUR FD OF RS.50556 MATURES ON 11-01-26. RENEW OR WITHDRAW VIA NETBANKING. -AXIS BANK,Bank,Bank_14
Pre-approved! Get a PNB credit card with Rs.356884 limit. Zero joining fee. Apply: bit.ly/FgoVGm -TM,Promo,Promo_14
Rs.19527 debited from A/c XX8396 on 19-03-26 to Omisha Avl Bal: Rs.486608 -Axis Bank,Bank,Bank_0
Ur account statement for June is available. Download from the Kotak app.,Bank,Bank_16
Your Zomato membership expires soon. Renew now & save 40%: bit.ly/hNblLO,Promo,Promo_9
Your one time password is 980450 for Meesho. Please do not share it.,OTP,OTP_5
low balance alert: a/c xx2711 balance is rs.106458. maintain min balance to avoid charges.,Bank,Bank_10
KYC update pending for A/c XX5023. Please visit your nearest HDFC Bank branch by 15-04-26 to avoid restrictions.,Bank,Bank_12
your order od3230686739 from amazon is arriving tomorrow. keep rs.2437 ready for cod.,Delivery,Delivery_3
Beware  of fraud calls asking for card details. Axis Bank officials never ask for PIN or CVV.,Bank,Bank_15
  XpressBees: Shipment OD3292493450 reached your city hub. Expected delivery: 05 Jul.,Delivery,Delivery_4
Missed  our shows? Come back to Netflix at 50% off for 3 months. Resubscribe: bit.ly/FMuQXd,Promo,Promo_19
Delivered!  Your BigBasket order OD8806294777 was delivered on 05 Jul. Rate your experience: bit.ly/lwkigF,Delivery,Delivery_2
Missed our shows? Come back to Prime Video at 50% off for 3 months. Resubscribe: bit.ly/SyHoHP,Promo,Promo_19
"Class shifted to room 2280, come fast T&C apply",Personal,Hard_6
"Bro  send me Rs.2552 on gpay, will return by 06 Jul",Personal,Hard_5
OTP: 73453 for txn of INR 46264 at PNB. Do not share. -PNB,OTP,OTP_2
Your A/c XX6395 is debited with Rs.21932 on 20-01-26. Info: UPI-Bhavika. Bal: Rs.293224,Bank,Bank_2
"  Bro send me Rs.275 on gpay, will return by 04 Jul",Personal,Hard_5
UPI payment of Rs.48054 to Samar successful UPI Ref: 996319998223 -Kotak,Bank,Bank_6
Enter  457437 to verify your mobile number for Uber.,OTP,OTP_10
OTP-based login was enabled for your A/c XX7331. Call ICICI Bank if this wasn't you.,Bank,Hard_2
MEGA SALE! Get 30% OFF on all products at Zomato. Shop now: bit.ly/tAnUhk T&C apply.,Promo,Promo_0
MEGA SALE! Get 50% OFF on all products at Flipkart Shop now: bitly/KuuEiS T&C apply,Promo,Promo_0
Rs.18021 debited from A/c XX9653 on 03-07-26 to Triveni. Avl Bal: Rs.495005. -PNB,Bank,Bank_0
